FLT_ID,EQ_ID,model,eq_name,eq_date,magnitude,style,sof,region,rup_srl_narrow,rup_srl_wide,lef,wef,dip,seis_depth
3,1,SimSet3,sim_1,2022-05-09,7.479985,Strike-Slip,0,generic,157.5,159.7,99.0493867963422,22.5526516515175,90,19
3,2,SimSet3,sim_2,2022-05-09,7.30036,Strike-Slip,0,generic,120.05,121.35,94.0252203153589,16.8040037228492,90,19
3,3,SimSet3,sim_3,2022-05-09,7.27018,Strike-Slip,0,generic,79.75,81.15,57.4927247582493,20.1150071994248,90,19
3,4,SimSet3,sim_4,2022-05-09,6.912161,Strike-Slip,0,generic,40.25,42.4,28.7869018541925,16.5845386578009,90,18
3,5,SimSet3,sim_5,2022-05-09,7.247057,Strike-Slip,0,generic,68.35,69.65,52.6862416314776,19.9153247208987,90,19
3,6,SimSet3,sim_6,2022-05-09,6.064708,Strike-Slip,0,generic,5.6,10.1,9.78944172654772,7.44690827300749,90,9
3,7,SimSet3,sim_7,2022-05-09,6.743632,Strike-Slip,0,generic,28.55,30.65,22.50366552257,13.9536603720643,90,13
3,8,SimSet3,sim_8,2022-05-09,7.680592,Strike-Slip,0,generic,148.45,147.2,108.439851885623,22.484908738865,90,19
3,9,SimSet3,sim_9,2022-05-09,5.659881,Strike-Slip,0,generic,nan,4.65,5.42134302472564,5.26912032986265,90,7
3,10,SimSet3,sim_10,2022-05-09,6.314007,Strike-Slip,0,generic,15.3,18.25,13.6842538444079,10.4470650157999,90,15
3,11,SimSet3,sim_11,2022-05-09,6.681448,Strike-Slip,0,generic,27.7,30.05,22.9569146324966,12.0621265046434,90,15
3,12,SimSet3,sim_12,2022-05-09,7.692556,Strike-Slip,0,generic,182.7,183.2,145.161255720376,22.5084454174572,90,19
3,13,SimSet3,sim_13,2022-05-09,6.251447,Strike-Slip,0,generic,16.25,18.95,12.5260977902937,8.65579905934437,90,11
3,14,SimSet3,sim_14,2022-05-09,7.281621,Strike-Slip,0,generic,79.9,80.95,65.1148982656866,19.1779893180522,90,19
3,15,SimSet3,sim_15,2022-05-09,6.207312,Strike-Slip,0,generic,8.1,11.3,9.65018999653566,11.3549744850733,90,16
3,16,SimSet3,sim_16,2022-05-09,7.530419,Strike-Slip,0,generic,136.9,138,125.051856918178,22.1354624912087,90,19
3,17,SimSet3,sim_17,2022-05-09,6.778763,Strike-Slip,0,generic,31.8,33.75,23.2682426081698,14.0467613545486,90,18
