FLT_ID,EQ_ID,model,fname,eq_name,eq_date,magnitude,style,sof,region,rup_srl_narrow,rup_srl_wide,dip,seis_depth,lef,wef,stress_drop,stress_drop_asperity
3,31,Constant_stress,M6.3_C004,sim_31,01/10/2022,6.096294,Strike-Slip,0,generic,6.55,11.7,90,9,9.36508473779409,8.74035483692481,3.565811,2.8409240078257
3,32,Constant_stress,M6.3_C005,sim_32,01/10/2022,5.815042,Strike-Slip,0,generic,nan,6.55,90,9,7.7127101309007,6.06313300075941,3.247608,2.24344663832274
3,33,Constant_stress,M6.4_C001,sim_33,01/10/2022,6.068269,Strike-Slip,0,generic,8.55,13.95,90,10,10.8985542134531,7.75145709912772,2.830098,2.24878200590069
3,34,Constant_stress,M6.4_C003,sim_34,01/10/2022,5.870227,Strike-Slip,0,generic,2.65,8.95,90,10,8.5971452519843,7.24942105558822,2.623446,1.97134056689465
3,35,Constant_stress,M6.4_C004,sim_35,01/10/2022,6.004643,Strike-Slip,0,generic,3.35,9.7,90,10,8.86714650180837,8.21679934379714,3.073437,2.2535710391879
3,36,Constant_stress,M6.4_C005,sim_36,01/10/2022,5.940438,Strike-Slip,0,generic,4.1,11,90,10,8.8665470232238,7.78865814321071,2.750716,2.13858164059978
3,37,Constant_stress,M6.5_C001,sim_37,01/10/2022,6.287617,Strike-Slip,0,generic,10.35,16.25,90,11,12.8775449795594,9.63286075606821,3.279769,2.53212800984954
3,38,Constant_stress,M6.5_C002,sim_38,01/10/2022,6.178344,Strike-Slip,0,generic,9.45,16,90,11,12.5404720542884,9.00149475254965,2.873589,2.25693679706871
3,39,Constant_stress,M6.5_C003,sim_39,01/10/2022,6.088274,Strike-Slip,0,generic,6.25,12.05,90,11,8.81582690470794,8.92053730264999,3.736741,2.77461604382008
3,40,Constant_stress,M6.5_C005,sim_40,01/10/2022,6.054835,Strike-Slip,0,generic,5.25,12.05,90,11,10.0236900506552,9.01836060504236,2.759014,2.14863263981548
3,41,Constant_stress,M6.6_C002,sim_41,01/10/2022,6.238331,Strike-Slip,0,generic,6.55,12.55,90,12,13.2558974256592,10.1985918960525,3.069003,2.37807393935363
3,42,Constant_stress,M6.6_C004,sim_42,01/10/2022,5.970816,Strike-Slip,0,generic,4.45,11.55,90,12,8.96015912578316,9.07418132522249,2.453216,1.97873848311667
3,43,Constant_stress,M6.6_C005,sim_43,01/10/2022,6.186131,Strike-Slip,0,generic,nan,7.7,90,12,8.98049130278061,11.6674716654612,3.895925,3.00700957659043
3,44,Constant_stress,M6.7_C002,sim_44,01/10/2022,6.122946,Strike-Slip,0,generic,6.35,12.3,90,13,10.9593588860947,9.7358940033938,3.070235,2.3727118358703
3,45,Constant_stress,M6.7_C003,sim_45,01/10/2022,5.975933,Strike-Slip,0,generic,nan,3.25,90,13,8.33848893725855,9.57675193068142,3.154932,2.2909773139528
3,46,Constant_stress,M6.7_C004,sim_46,01/10/2022,6.30944,Strike-Slip,0,generic,7.9,14.65,90,13,12.257404281862,11.0373316577989,3.836461,2.79814588540102
3,47,Constant_stress,M6.7_C005,sim_47,01/10/2022,6.387963,Strike-Slip,0,generic,21.4,26.65,90,13,17.8277592984645,8.32524729890022,3.325016,2.57966022030591
3,48,Constant_stress,M6.8_C001,sim_48,01/10/2022,6.351474,Strike-Slip,0,generic,17.7,23.25,90,15,18.3186228762113,8.96031105879642,2.714461,2.2048347381131
3,49,Constant_stress,M6.8_C002,sim_49,01/10/2022,6.626179,Strike-Slip,0,generic,17.1,22.6,90,15,19.5513259540215,14.5586475041172,3.33821,2.70824499590475
3,50,Constant_stress,M6.8_C003,sim_50,01/10/2022,6.652465,Strike-Slip,0,generic,21.8,27.15,90,15,20.0005984038266,14.9497671749497,3.293529,2.68866266246371
3,51,Constant_stress,M6.8_C004,sim_51,01/10/2022,6.309495,Strike-Slip,0,generic,5.6,13.75,90,15,13.0629239012467,12.1436189533796,3.170219,2.43377294634078
3,52,Constant_stress,M6.8_C005,sim_52,01/10/2022,6.143192,Strike-Slip,0,generic,6.4,13.05,90,15,10.986199497538,9.50674477187862,2.971244,2.2354235546085
3,53,Constant_stress,M6.9_C001,sim_53,01/10/2022,6.025554,Strike-Slip,0,generic,nan,4.6,90,16,9.43562444154482,9.23289012044519,3.063984,2.30753224454697
3,54,Constant_stress,M6.9_C002,sim_54,01/10/2022,6.996076,Strike-Slip,0,generic,39,44.05,90,16,31.7967790931167,15.8405540370073,4.143187,3.22865439343542
3,55,Constant_stress,M6.9_C004,sim_55,01/10/2022,6.674511,Strike-Slip,0,generic,21.15,26.5,90,16,21.2039464533708,15.0408882096382,3.236813,2.54894606964218
3,56,Constant_stress,M6.9_C005,sim_56,01/10/2022,6.757108,Strike-Slip,0,generic,31.9,37.95,90,16,26.4264017967044,15.3964449779774,2.83412,2.25860892576922
3,57,Constant_stress,M7.0_C001,sim_57,01/10/2022,7.083568,Strike-Slip,0,generic,51.75,58.25,90,18,43.1564680444678,16.6954356036095,3.420904,2.63600405010234
3,58,Constant_stress,M7.0_C002,sim_58,01/10/2022,6.824349,Strike-Slip,0,generic,40.8,44.8,90,18,31.9149732963113,15.2555635543971,2.752082,2.25020178834153
3,59,Constant_stress,M7.0_C003,sim_59,01/10/2022,7.194929,Strike-Slip,0,generic,65.25,68.55,90,18,58.9951452821975,17.886016464592,2.794781,2.30973763924099
3,60,Constant_stress,M7.0_C004,sim_60,01/10/2022,6.829403,Strike-Slip,0,generic,30.05,34.85,90,18,26.2856107780814,16.5814980899782,3.095126,2.45642703566871
3,61,Constant_stress,M7.0_C005,sim_61,01/10/2022,6.897201,Strike-Slip,0,generic,37.6,42.95,90,18,31.769295441376,14.6688718621709,3.436708,2.65985492774566
3,62,Constant_stress,M7.1_C001,sim_62,01/10/2022,7.150018,Strike-Slip,0,generic,53.7,57.8,90,19,43.4870867809781,18.7918084142001,3.4713,2.69928669079748
3,63,Constant_stress,M7.1_C002,sim_63,01/10/2022,7.13034,Strike-Slip,0,generic,56.75,61.5,90,19,50.5865450904392,19.2816291672794,2.455433,2.06283002167319
3,64,Constant_stress,M7.1_C003,sim_64,01/10/2022,7.014211,Strike-Slip,0,generic,45,51.9,90,19,32.9019168064888,18.5713692000412,3.654748,2.87144126641856
3,65,Constant_stress,M7.1_C005,sim_65,01/10/2022,7.161189,Strike-Slip,0,generic,65.15,69.2,90,19,51.762913974394,17.4717608128583,3.075928,2.47974520781967
3,66,Constant_stress,M7.2_C001,sim_66,01/10/2022,6.873468,Strike-Slip,0,generic,57.5,62.95,90,19,43.2068071532209,12.4384112247216,2.882535,2.34804361782328
3,67,Constant_stress,M7.2_C002,sim_67,01/10/2022,7.244242,Strike-Slip,0,generic,86.95,91.15,90,19,71.8215067931838,17.8965230790834,2.754261,2.323997460354
3,68,Constant_stress,M7.2_C003,sim_68,01/10/2022,7.017098,Strike-Slip,0,generic,51.95,56.8,90,19,41.0975658314472,16.5761151901579,2.948607,2.41245820875611
3,69,Constant_stress,M7.2_C004,sim_69,01/10/2022,6.156491,Strike-Slip,0,generic,6.95,12.8,90,19,11.2986155788117,10.4199093903446,2.97492,2.34988202703674
3,70,Constant_stress,M7.2_C005,sim_70,01/10/2022,7.261663,Strike-Slip,0,generic,89.5,94.3,90,19,73.8632459989472,16.9401296734382,2.912922,2.32234736327093
3,71,Constant_stress,M7.3_C001,sim_71,01/10/2022,7.198126,Strike-Slip,0,generic,72.5,78.55,90,19,59.3010861663825,20.1931281986549,2.702605,2.21540507667877
3,72,Constant_stress,M7.3_C002,sim_72,01/10/2022,7.227779,Strike-Slip,0,generic,83.55,90.2,90,19,70.5040986297409,18.7498809913376,2.729964,2.32230917183828
3,73,Constant_stress,M7.3_C003,sim_73,01/10/2022,7.393308,Strike-Slip,0,generic,92.9,101.45,90,19,83.3567845274039,20.2926279740453,3.172587,2.63529439047297
3,74,Constant_stress,M7.3_C004,sim_74,01/10/2022,7.16933,Strike-Slip,0,generic,71.45,77.8,90,19,61.9322161169947,19.5515751974891,2.410673,2.10890037984186
3,75,Constant_stress,M7.3_C005,sim_75,01/10/2022,7.33211,Strike-Slip,0,generic,103.5,107.7,90,19,78.4459436620261,19.5333002701939,3.311634,2.55775681030018
3,76,Constant_stress,M7.4_C001,sim_76,01/10/2022,7.303658,Strike-Slip,0,generic,95.8,102.1,90,19,66.7737578424103,18.8151467968694,3.244764,2.55910380307779
3,77,Constant_stress,M7.4_C002,sim_77,01/10/2022,7.392322,Strike-Slip,0,generic,124.3,128.3,90,19,101.293587178442,19.7463753855791,2.830751,2.21846775363644
3,78,Constant_stress,M7.4_C003,sim_78,01/10/2022,7.023607,Strike-Slip,0,generic,50.75,57.45,90,19,45.5765294103473,16.1616868150132,2.753959,2.24161163111604
3,79,Constant_stress,M7.4_C004,sim_79,01/10/2022,7.465418,Strike-Slip,0,generic,107.8,110.85,90,19,85.2156312582613,20.1350278625293,3.73092,3.02259475829729
3,80,Constant_stress,M7.4_C005,sim_80,01/10/2022,7.514411,Strike-Slip,0,generic,141.65,146.5,90,19,123.751138146154,19.3520571134018,3.237678,2.49624778333534
3,81,Constant_stress,M7.8_C001,sim_81,01/10/2022,7.911389,Strike-Slip,0,generic,628.4,633,90,19,332.296143299595,18.9543283785784,3.727706,3.03072149188314
3,82,Constant_stress,M7.8_C002,sim_82,01/10/2022,7.812096,Strike-Slip,0,generic,550.75,561.95,90,19,293.434070649378,18.8799500373328,3.86442,2.91395601606124
3,83,Constant_stress,M7.8_C003,sim_83,01/10/2022,7.973918,Strike-Slip,0,generic,399.65,402,90,19,299.871172580736,19.8824024911867,4.916611,3.77000692860857
3,84,Constant_stress,M7.8_C004,sim_84,01/10/2022,7.940134,Strike-Slip,0,generic,644.1,646.8,90,19,402.281505518162,19.4071935644908,3.506699,2.68573122938414
3,85,Constant_stress,M7.8_C005,sim_85,01/10/2022,7.92497,Strike-Slip,0,generic,343.25,347.4,90,19,272.926021354099,19.4892861835596,11.010496,7.94324253339354
3,86,Constant_stress,M7.7_C001,sim_86,01/10/2022,7.791786,Strike-Slip,0,generic,331.2,334.4,90,19,271.024019687227,19.3657377462138,3.394433,2.74253215397752
3,87,Constant_stress,M7.7_C002,sim_87,01/10/2022,7.758692,Strike-Slip,0,generic,305.4,308.5,90,19,261.177556316229,19.3109460601121,3.003019,2.34362821929078
3,88,Constant_stress,M7.7_C003,sim_88,01/10/2022,7.484708,Strike-Slip,0,generic,107.4,288.7,90,19,77.8975862344474,19.7185672528541,4.609782,3.83853846590439
